DR_NO,Status,Status Desc
200411267,IC,Invest Cont
200516637,AA,Adult Arrest
200713735,IC,Invest Cont
201908324,AA,Adult Arrest
201915897,IC,Invest Cont
200515121,AO,Adult Other
200414435,AO,Adult Other
201007827,IC,Invest Cont
201412501,IC,Invest Cont
201109725,AO,Adult Other
202117284,IC,Invest Cont
201320794,IC,Invest Cont
201805567,IC,Invest Cont
200518118,AA,Adult Arrest
201820104,IC,Invest Cont
201226151,AO,Adult Other
200313075,AO,Adult Other
201305261,IC,Invest Cont
201816536,IC,Invest Cont
201207866,IC,Invest Cont
200910749,AA,Adult Arrest
200412099,IC,Invest Cont
201312411,AA,Adult Arrest
201211592,IC,Invest Cont
200405015,IC,Invest Cont
201807199,IC,Invest Cont
200119923,IC,Invest Cont
200510309,AO,Adult Other
200312919,AO,Adult Other
200319128,AO,Adult Other
200121619,IC,Invest Cont
201908248,IC,Invest Cont
201108443,AO,Adult Other
201713854,AA,Adult Arrest
200314996,IC,Invest Cont
201008674,AO,Adult Other
201910140,IC,Invest Cont
200216879,AA,Adult Arrest
201411025,AA,Adult Arrest
201904140,IC,Invest Cont
201111670,AA,Adult Arrest
201904186,AA,Adult Arrest
201313347,IC,Invest Cont
202109089,AO,Adult Other
200704876,IC,Invest Cont
201314901,AO,Adult Other
200513346,IC,Invest Cont
200312350,AA,Adult Arrest
200811062,AO,Adult Other
201114580,AO,Adult Other
200413545,IC,Invest Cont
200413712,IC,Invest Cont
200205377,IC,Invest Cont
201814456,IC,Invest Cont
201805475,AO,Adult Other
200321301,IC,Invest Cont
200405910,IC,Invest Cont
201204057,IC,Invest Cont
201612251,AO,Adult Other
200512468,IC,Invest Cont
200912797,AA,Adult Arrest
201205302,AO,Adult Other
201317484,AO,Adult Other
201710812,AA,Adult Arrest
201816154,AO,Adult Other
202111135,IC,Invest Cont
200315176,AA,Adult Arrest
200513380,AO,Adult Other
201809806,AA,Adult Arrest
200812737,AO,Adult Other
201314083,AA,Adult Arrest
201306839,IC,Invest Cont
201115430,AA,Adult Arrest
201518067,AA,Adult Arrest
200816835,AA,Adult Arrest
202009358,IC,Invest Cont
200810579,AO,Adult Other
200416157,AA,Adult Arrest
201812814,AO,Adult Other
201821170,IC,Invest Cont
201909469,IC,Invest Cont
201815201,IC,Invest Cont
200714681,AO,Adult Other
200309963,IC,Invest Cont
202014564,AA,Adult Arrest
200208590,IC,Invest Cont
201909897,IC,Invest Cont
201914564,IC,Invest Cont
201714189,AO,Adult Other
200506490,AA,Adult Arrest
201609498,AO,Adult Other
201711820,AO,Adult Other
201706535,AA,Adult Arrest
201711266,AO,Adult Other
201708420,IC,Invest Cont
201805280,IC,Invest Cont
201914825,AO,Adult Other
202109002,AA,Adult Arrest
200518382,AA,Adult Arrest
200808696,AO,Adult Other
200320954,AO,Adult Other
200512506,AA,Adult Arrest
201508081,AO,Adult Other
201009079,AO,Adult Other
201915948,IC,Invest Cont
201604442,IC,Invest Cont
201810606,IC,Invest Cont
201912377,AO,Adult Other
200516652,AO,Adult Other
202115868,IC,Invest Cont
202009019,AA,Adult Arrest
201805346,AA,Adult Arrest
200120522,AO,Adult Other
201418772,IC,Invest Cont
200916892,AO,Adult Other
200611536,IC,Invest Cont
202106232,AO,Adult Other
200915315,AA,Adult Arrest
200410107,AA,Adult Arrest
200915513,AO,Adult Other
200613722,IC,Invest Cont
201006306,AA,Adult Arrest
201911407,IC,Invest Cont
200416262,IC,Invest Cont
200212749,IC,Invest Cont
202114023,AO,Adult Other
200408910,AO,Adult Other
202016031,IC,Invest Cont
200511296,AA,Adult Arrest
200410435,IC,Invest Cont
200510594,IC,Invest Cont
201914198,AO,Adult Other
200509915,AO,Adult Other
201912865,IC,Invest Cont
200413564,AO,Adult Other
201316587,IC,Invest Cont
201817985,IC,Invest Cont
202112954,AO,Adult Other
200317827,IC,Invest Cont
200209973,AO,Adult Other
201613422,IC,Invest Cont
201321177,AO,Adult Other
200511328,AA,Adult Arrest
202015705,IC,Invest Cont
202016986,AA,Adult Arrest
201308264,IC,Invest Cont
201115460,AO,Adult Other
201917642,AO,Adult Other
201209759,AA,Adult Arrest
200510157,AA,Adult Arrest
200216076,AO,Adult Other
201914417,IC,Invest Cont
200715971,IC,Invest Cont
201407563,AA,Adult Arrest
201317740,AO,Adult Other
201708127,AO,Adult Other
201104559,AO,Adult Other
201216114,AA,Adult Arrest
201604133,AA,Adult Arrest
201913118,IC,Invest Cont
200505455,IC,Invest Cont
201710665,AO,Adult Other
201115070,AA,Adult Arrest
200512485,IC,Invest Cont
201913690,IC,Invest Cont
200413754,IC,Invest Cont
200306542,IC,Invest Cont
200515173,IC,Invest Cont
202107825,IC,Invest Cont
201222966,AA,Adult Arrest
200508061,AO,Adult Other
200510642,AO,Adult Other
200813720,AA,Adult Arrest
200407189,AO,Adult Other
200208593,AO,Adult Other
200218657,IC,Invest Cont
200615344,AO,Adult Other
200409070,IC,Invest Cont
200309858,AO,Adult Other
200217611,AO,Adult Other
200408268,AO,Adult Other
200906678,AO,Adult Other
201422222,IC,Invest Cont
201419991,AO,Adult Other
201011091,AO,Adult Other
200405624,IC,Invest Cont
200400853,IC,Invest Cont
201912205,AO,Adult Other
202008062,AA,Adult Arrest
200508265,AA,Adult Arrest
200400647,IC,Invest Cont
201711267,AO,Adult Other
202006896,AA,Adult Arrest
200106696,AO,Adult Other
202006720,IC,Invest Cont
200310453,AA,Adult Arrest
201916989,AO,Adult Other
201916118,AA,Adult Arrest
202011119,AO,Adult Other
202114148,IC,Invest Cont
200205775,AO,Adult Other
202108496,AA,Adult Arrest
201820237,IC,Invest Cont
200205503,AA,Adult Arrest
201615240,IC,Invest Cont
200507297,AA,Adult Arrest
202113147,IC,Invest Cont
201610613,IC,Invest Cont
200608939,AO,Adult Other
200405640,IC,Invest Cont
201912866,IC,Invest Cont
200310100,AO,Adult Other
200512041,IC,Invest Cont
200109471,IC,Invest Cont
201405934,IC,Invest Cont
200807551,IC,Invest Cont
202004121,IC,Invest Cont
201607319,AA,Adult Arrest
200314361,IC,Invest Cont
200507359,AA,Adult Arrest
201221677,AA,Adult Arrest
201909021,IC,Invest Cont
200816668,AO,Adult Other
201815577,IC,Invest Cont
200407180,IC,Invest Cont
201406666,IC,Invest Cont
200321385,AO,Adult Other
201908564,IC,Invest Cont
201518157,AO,Adult Other
200506028,AA,Adult Arrest
200216164,AA,Adult Arrest
200216480,AO,Adult Other
201908291,IC,Invest Cont
200514356,AO,Adult Other
201112260,AA,Adult Arrest
201607717,AO,Adult Other
201108032,AO,Adult Other
211105786,AA,Adult Arrest
201809593,AA,Adult Arrest
202105705,IC,Invest Cont
202113129,AO,Adult Other
202011835,AO,Adult Other
201305504,IC,Invest Cont
202114451,AO,Adult Other
200515896,AA,Adult Arrest
201912179,AO,Adult Other
202117075,AO,Adult Other
200414022,IC,Invest Cont
201104312,AO,Adult Other
202110418,AA,Adult Arrest
201904460,AA,Adult Arrest
200307490,IC,Invest Cont
200317964,AO,Adult Other
201313662,AA,Adult Arrest
201917452,IC,Invest Cont
200304266,IC,Invest Cont
200506324,AO,Adult Other
201308964,IC,Invest Cont
201224995,AO,Adult Other
201812214,IC,Invest Cont
200811083,IC,Invest Cont
201912864,IC,Invest Cont
201709386,AO,Adult Other
200413137,IC,Invest Cont
200516716,AA,Adult Arrest
200320032,IC,Invest Cont
201315000,AO,Adult Other
202113007,AA,Adult Arrest
200516885,AA,Adult Arrest
200310412,AO,Adult Other
201115049,AO,Adult Other
201206143,IC,Invest Cont
201821880,IC,Invest Cont
201808007,AO,Adult Other
201704802,AA,Adult Arrest
200116402,AO,Adult Other
201913019,IC,Invest Cont
201107041,AO,Adult Other
200405885,IC,Invest Cont
200706269,IC,Invest Cont
202005650,AA,Adult Arrest
201421618,IC,Invest Cont
201608019,AA,Adult Arrest
201904597,IC,Invest Cont
201613430,AO,Adult Other
200914914,AO,Adult Other
200509803,IC,Invest Cont
202116950,AA,Adult Arrest
200813675,AO,Adult Other
202012408,IC,Invest Cont
202007765,IC,Invest Cont
201514759,AA,Adult Arrest
200310537,IC,Invest Cont
201112810,IC,Invest Cont
201306802,IC,Invest Cont
200507726,AO,Adult Other
201207005,IC,Invest Cont
200515985,AA,Adult Arrest
200818054,AO,Adult Other
200509754,AA,Adult Arrest
201911089,AA,Adult Arrest
202016527,IC,Invest Cont
201104254,AA,Adult Arrest
200310785,IC,Invest Cont
200607453,IC,Invest Cont
200704111,IC,Invest Cont
200514815,IC,Invest Cont
201608020,AA,Adult Arrest
201608933,AO,Adult Other
201918412,IC,Invest Cont
201007613,IC,Invest Cont
201808102,IC,Invest Cont
200319929,IC,Invest Cont
201805477,IC,Invest Cont
200315164,AA,Adult Arrest
201709081,AO,Adult Other
201914819,IC,Invest Cont
201306867,IC,Invest Cont
201910754,IC,Invest Cont
201317949,AO,Adult Other
201006369,IC,Invest Cont
201317694,AO,Adult Other
200609159,AA,Adult Arrest
201809202,AO,Adult Other
200309756,IC,Invest Cont
200608677,IC,Invest Cont
201115201,AO,Adult Other
200514012,AO,Adult Other
200704996,AO,Adult Other
200518212,AA,Adult Arrest
201913890,IC,Invest Cont
201111966,AA,Adult Arrest
200408834,AA,Adult Arrest
201706966,IC,Invest Cont
200312892,AO,Adult Other
200410007,IC,Invest Cont
201606348,IC,Invest Cont
201907939,AA,Adult Arrest
200508518,AA,Adult Arrest
201700665,IC,Invest Cont
201912835,IC,Invest Cont
202107230,IC,Invest Cont
201917346,IC,Invest Cont
200311663,IC,Invest Cont
201006831,IC,Invest Cont
201220136,AO,Adult Other
200813997,AO,Adult Other
201306783,IC,Invest Cont
201013329,AA,Adult Arrest
201915422,AO,Adult Other
201314117,IC,Invest Cont
201907083,AA,Adult Arrest
200107114,AO,Adult Other
201915160,AA,Adult Arrest
201116090,AA,Adult Arrest
201513362,AA,Adult Arrest
200711802,IC,Invest Cont
200111765,IC,Invest Cont
201007852,IC,Invest Cont
201807041,AO,Adult Other
201205475,AA,Adult Arrest
201807039,IC,Invest Cont
201115087,AO,Adult Other
201320100,AO,Adult Other
202015321,AO,Adult Other
201516503,AO,Adult Other
200612795,AA,Adult Arrest
200717055,IC,Invest Cont
200808355,AA,Adult Arrest
200307285,IC,Invest Cont
201708116,AO,Adult Other
202112261,AO,Adult Other
201313393,IC,Invest Cont
202107485,AO,Adult Other
200512010,AA,Adult Arrest
202112276,AO,Adult Other
200716115,AO,Adult Other
200411669,IC,Invest Cont
200400781,IC,Invest Cont
202107771,IC,Invest Cont
200913872,IC,Invest Cont
201915941,AA,Adult Arrest
200313157,AA,Adult Arrest
201907446,AA,Adult Arrest
201908527,IC,Invest Cont
201312808,IC,Invest Cont
201223473,AO,Adult Other
200313620,IC,Invest Cont
200406330,AO,Adult Other
200404662,AO,Adult Other
200411496,AO,Adult Other
200310413,AO,Adult Other
200310538,AO,Adult Other
200511887,AA,Adult Arrest
200104835,IC,Invest Cont
201709967,AO,Adult Other
200511362,AA,Adult Arrest
201305124,IC,Invest Cont
201108532,AO,Adult Other
201308109,IC,Invest Cont
200315047,AA,Adult Arrest
202108391,IC,Invest Cont
200315784,IC,Invest Cont
201013059,AO,Adult Other
200715332,IC,Invest Cont
200511365,AA,Adult Arrest
201916172,AA,Adult Arrest
200505493,AO,Adult Other
200507947,AO,Adult Other
200607054,AA,Adult Arrest
201509992,AA,Adult Arrest
201900786,IC,Invest Cont
202113039,AO,Adult Other
200812636,AA,Adult Arrest
201320380,IC,Invest Cont
202105899,IC,Invest Cont
202008095,AA,Adult Arrest
201315165,IC,Invest Cont
201821691,IC,Invest Cont
201312151,AA,Adult Arrest
200511813,AA,Adult Arrest
201911272,IC,Invest Cont
201518231,AO,Adult Other
200207860,IC,Invest Cont
201308759,IC,Invest Cont
201612110,AA,Adult Arrest
200110529,IC,Invest Cont
200913066,AA,Adult Arrest
200711582,IC,Invest Cont
201014069,AA,Adult Arrest
201814935,IC,Invest Cont
200709231,IC,Invest Cont
200306149,IC,Invest Cont
201815710,IC,Invest Cont
201804457,IC,Invest Cont
201611536,AO,Adult Other
200405234,AA,Adult Arrest
201104292,AA,Adult Arrest
202015117,AO,Adult Other
201110086,AA,Adult Arrest
201610159,AA,Adult Arrest
201219450,AO,Adult Other
200608851,AA,Adult Arrest
200306316,AA,Adult Arrest
201316676,AA,Adult Arrest
201821921,AO,Adult Other
200805384,AA,Adult Arrest
200114934,IC,Invest Cont
201612549,AA,Adult Arrest
200321424,IC,Invest Cont
201007358,AA,Adult Arrest
201416272,IC,Invest Cont
200318648,IC,Invest Cont
200410651,IC,Invest Cont
200508670,AA,Adult Arrest
200314124,AA,Adult Arrest
201615702,AO,Adult Other
201810612,IC,Invest Cont
200715544,IC,Invest Cont
200313874,AA,Adult Arrest
202111486,AA,Adult Arrest
200516037,AA,Adult Arrest
202117015,IC,Invest Cont
201227196,AO,Adult Other
201316821,IC,Invest Cont
201610408,AA,Adult Arrest
200321343,IC,Invest Cont
201809306,IC,Invest Cont
201808728,IC,Invest Cont
201715093,AO,Adult Other
201813426,IC,Invest Cont
200609440,AA,Adult Arrest
201611388,AA,Adult Arrest
201300857,IC,Invest Cont
200510423,IC,Invest Cont
201206218,AO,Adult Other
200207688,IC,Invest Cont
201911743,AO,Adult Other
200414694,IC,Invest Cont
200609062,AO,Adult Other
201422221,IC,Invest Cont
201609330,IC,Invest Cont
201815576,AO,Adult Other
200509314,AO,Adult Other
202009208,AO,Adult Other
200508333,IC,Invest Cont
200315863,AA,Adult Arrest
200218438,AO,Adult Other
201709439,AO,Adult Other
201316101,IC,Invest Cont
211204030,AO,Adult Other
201817637,AO,Adult Other
201715401,IC,Invest Cont
201820856,AO,Adult Other
200316290,IC,Invest Cont
201612064,AA,Adult Arrest
201615832,AO,Adult Other
200513549,IC,Invest Cont
200313305,AO,Adult Other
200119429,AA,Adult Arrest
201210771,AO,Adult Other
200414103,IC,Invest Cont
200505634,AA,Adult Arrest
200607057,AA,Adult Arrest
200308750,IC,Invest Cont
200401137,IC,Invest Cont
200313291,IC,Invest Cont
200917901,AO,Adult Other
201604215,AO,Adult Other
201305479,IC,Invest Cont
201912742,IC,Invest Cont
201613467,AA,Adult Arrest
200314378,IC,Invest Cont
201416676,AA,Adult Arrest
200319026,IC,Invest Cont
201317817,AA,Adult Arrest
200913081,AA,Adult Arrest
200617883,AO,Adult Other
201416737,AA,Adult Arrest
200504422,IC,Invest Cont
200815209,AO,Adult Other
200110629,AO,Adult Other
200510709,IC,Invest Cont
200810716,AO,Adult Other
200212627,IC,Invest Cont
202114691,AA,Adult Arrest
200619459,AO,Adult Other
200508249,AO,Adult Other
200408115,IC,Invest Cont
201204349,AO,Adult Other
200407246,IC,Invest Cont
201811712,IC,Invest Cont
200304426,AO,Adult Other
202110296,AA,Adult Arrest
200518168,IC,Invest Cont
200515263,IC,Invest Cont
200304319,IC,Invest Cont
200311418,AA,Adult Arrest
201806520,IC,Invest Cont
200909874,AO,Adult Other
200610246,IC,Invest Cont
201813275,IC,Invest Cont
200511307,AA,Adult Arrest
200813340,IC,Invest Cont
202109911,AA,Adult Arrest
201809792,AA,Adult Arrest
211107532,AO,Adult Other
211913824,IC,Invest Cont
211814324,IC,Invest Cont
210709161,AO,Adult Other
212017605,AO,Adult Other
211315350,AO,Adult Other
211804382,IC,Invest Cont
211219648,IC,Invest Cont
210917315,IC,Invest Cont
211607778,AO,Adult Other
211910596,AO,Adult Other
211422867,AO,Adult Other
211916554,IC,Invest Cont
211916135,IC,Invest Cont
212106326,AO,Adult Other
210913491,AO,Adult Other
211713981,IC,Invest Cont
212007564,AO,Adult Other
210607398,IC,Invest Cont
210114116,IC,Invest Cont
210810536,IC,Invest Cont
211915104,AA,Adult Arrest
210515041,IC,Invest Cont
210511632,IC,Invest Cont
211419081,IC,Invest Cont
221704190,AO,Adult Other
211820591,IC,Invest Cont
211715095,IC,Invest Cont
210117392,IC,Invest Cont
211914842,IC,Invest Cont
210412153,AO,Adult Other
211217751,IC,Invest Cont
210514018,IC,Invest Cont
210306898,AO,Adult Other
211318783,AO,Adult Other
211708739,AA,Adult Arrest
210309020,IC,Invest Cont
211406343,AO,Adult Other
210509122,IC,Invest Cont
211108294,AO,Adult Other
211815792,IC,Invest Cont
211307209,IC,Invest Cont
211104349,IC,Invest Cont
210620795,IC,Invest Cont
210414959,AO,Adult Other
212110137,IC,Invest Cont
210212042,AO,Adult Other
210811953,IC,Invest Cont
211905317,IC,Invest Cont
211316615,IC,Invest Cont
211417504,AO,Adult Other
210907204,AO,Adult Other
210311637,IC,Invest Cont
211914157,AA,Adult Arrest
211913994,AA,Adult Arrest
210313781,IC,Invest Cont
211309071,IC,Invest Cont
211512791,AO,Adult Other
210606476,IC,Invest Cont
210815594,IC,Invest Cont
210408532,AO,Adult Other
210216460,AO,Adult Other
210217954,AA,Adult Arrest
211817058,AA,Adult Arrest
211210225,AO,Adult Other
211914240,IC,Invest Cont
211313525,AA,Adult Arrest
210311951,AO,Adult Other
210208795,AO,Adult Other
210814379,AA,Adult Arrest
211311367,AO,Adult Other
211614273,IC,Invest Cont
210310892,IC,Invest Cont
211710512,AO,Adult Other
210316728,IC,Invest Cont
210513842,IC,Invest Cont
210714189,AO,Adult Other
211913321,IC,Invest Cont
211904074,AO,Adult Other
211711587,AO,Adult Other
211004096,AA,Adult Arrest
210914323,IC,Invest Cont
211314694,AO,Adult Other
211706883,IC,Invest Cont
211916072,IC,Invest Cont
211300857,IC,Invest Cont
210513258,IC,Invest Cont
211116294,AO,Adult Other
210513370,IC,Invest Cont
210513379,AO,Adult Other
211820787,IC,Invest Cont
212015907,IC,Invest Cont
210620276,IC,Invest Cont
211319408,AA,Adult Arrest
210314951,AA,Adult Arrest
211311524,IC,Invest Cont
210317877,AO,Adult Other
211004368,AO,Adult Other
211821503,IC,Invest Cont
210119457,AO,Adult Other
210510507,IC,Invest Cont
210312050,AO,Adult Other
211312757,IC,Invest Cont
211411137,IC,Invest Cont
211905715,AO,Adult Other
212006025,AA,Adult Arrest
210611646,AO,Adult Other
210118811,AO,Adult Other
210514364,AO,Adult Other
210314783,AA,Adult Arrest
210514257,AO,Adult Other
211308019,AO,Adult Other
211007463,AO,Adult Other
210409307,IC,Invest Cont
210413087,IC,Invest Cont
211116962,AA,Adult Arrest
210704485,AO,Adult Other
212108358,AO,Adult Other
210415396,AA,Adult Arrest
210714337,AO,Adult Other
210313207,AO,Adult Other
211818605,AO,Adult Other
210715166,AO,Adult Other
210909939,AO,Adult Other
210213390,IC,Invest Cont
211107135,AA,Adult Arrest
210715813,IC,Invest Cont
211605586,AO,Adult Other
211313462,IC,Invest Cont
210510269,IC,Invest Cont
210611833,AA,Adult Arrest
210515068,IC,Invest Cont
210409640,IC,Invest Cont
210620451,AO,Adult Other
211914078,AO,Adult Other
211410598,AO,Adult Other
211408832,AA,Adult Arrest
210506852,IC,Invest Cont
211308090,IC,Invest Cont
210612381,IC,Invest Cont
211309513,AO,Adult Other
211312232,AA,Adult Arrest
210514837,AO,Adult Other
212009619,IC,Invest Cont
210512770,IC,Invest Cont
211709387,AO,Adult Other
210906281,AA,Adult Arrest
210606147,AO,Adult Other
210109911,AO,Adult Other
211817250,IC,Invest Cont
210615269,AO,Adult Other
210408573,IC,Invest Cont
211310448,AO,Adult Other
210715783,AO,Adult Other
210413115,AO,Adult Other
210505542,AA,Adult Arrest
211613369,IC,Invest Cont
210608239,IC,Invest Cont
211313345,AA,Adult Arrest
211420789,IC,Invest Cont
211610750,IC,Invest Cont
210114638,IC,Invest Cont
210817987,IC,Invest Cont
210411927,AO,Adult Other
211319411,AA,Adult Arrest
210513305,IC,Invest Cont
212116657,AO,Adult Other
211905038,AO,Adult Other
211218212,IC,Invest Cont
210614385,IC,Invest Cont
211218028,AO,Adult Other
212117827,AO,Adult Other
212108106,AO,Adult Other
210914457,AA,Adult Arrest
210510717,IC,Invest Cont
210319211,IC,Invest Cont
211913295,AO,Adult Other
211215647,AA,Adult Arrest
211906049,AO,Adult Other
211219505,IC,Invest Cont
212109224,AA,Adult Arrest
210213519,AO,Adult Other
211909733,IC,Invest Cont
212109602,AO,Adult Other
211613368,AO,Adult Other
211707803,AO,Adult Other
211116864,AO,Adult Other
211208425,AA,Adult Arrest
211308078,IC,Invest Cont
210308604,AO,Adult Other
211904374,AO,Adult Other
211908915,AO,Adult Other
211314529,IC,Invest Cont
211421321,AA,Adult Arrest
210413857,AA,Adult Arrest
210410987,IC,Invest Cont
212012048,IC,Invest Cont
210205833,IC,Invest Cont
210412869,IC,Invest Cont
211317868,AO,Adult Other
210320621,IC,Invest Cont
210416192,IC,Invest Cont
211111093,AO,Adult Other
211408280,IC,Invest Cont
210613699,IC,Invest Cont
211505301,AA,Adult Arrest
210710273,IC,Invest Cont
211911413,AO,Adult Other
211909935,AO,Adult Other
211409480,IC,Invest Cont
211109185,AA,Adult Arrest
210907297,IC,Invest Cont
211106783,AO,Adult Other
210616765,AO,Adult Other
210405522,IC,Invest Cont
211821807,AO,Adult Other
210412779,IC,Invest Cont
210511719,IC,Invest Cont
212109107,IC,Invest Cont
211113453,AO,Adult Other
211015731,AO,Adult Other
210218137,AA,Adult Arrest
211505364,IC,Invest Cont
210506555,AA,Adult Arrest
210812897,IC,Invest Cont
212011898,AO,Adult Other
210320133,IC,Invest Cont
210407750,IC,Invest Cont
211305018,AO,Adult Other
210215715,AO,Adult Other
210412357,AO,Adult Other
210511942,IC,Invest Cont
210311969,IC,Invest Cont
211913088,AA,Adult Arrest
211907717,AO,Adult Other
210307163,IC,Invest Cont
210117431,AO,Adult Other
211315991,IC,Invest Cont
210609314,AA,Adult Arrest
212105469,AO,Adult Other
210515159,IC,Invest Cont
210404360,AO,Adult Other
211605808,IC,Invest Cont
212107501,AA,Adult Arrest
211904247,AA,Adult Arrest
211808638,IC,Invest Cont
211223986,AO,Adult Other
211804331,IC,Invest Cont
212109478,IC,Invest Cont
211222299,IC,Invest Cont
211705885,IC,Invest Cont
210905133,AO,Adult Other
210406377,AA,Adult Arrest
211613838,AA,Adult Arrest
212017653,IC,Invest Cont
210510835,IC,Invest Cont
212015626,AA,Adult Arrest
211810903,IC,Invest Cont
210218774,IC,Invest Cont
211306518,AA,Adult Arrest
211204302,IC,Invest Cont
211214202,IC,Invest Cont
212006559,IC,Invest Cont
210408483,IC,Invest Cont
211819949,IC,Invest Cont
212008374,AO,Adult Other
211705655,AO,Adult Other
212111098,AA,Adult Arrest
211207852,IC,Invest Cont
212014194,IC,Invest Cont
211313178,AA,Adult Arrest
211914874,IC,Invest Cont
210513564,IC,Invest Cont
210106010,AO,Adult Other
210406081,AO,Adult Other
210715541,AO,Adult Other
212108316,AO,Adult Other
210120532,AO,Adult Other
210511423,AA,Adult Arrest
211908426,AO,Adult Other
212111309,IC,Invest Cont
212116080,AO,Adult Other
221704241,AA,Adult Arrest
210120343,AO,Adult Other
211111050,AO,Adult Other
210306348,IC,Invest Cont
210504575,AA,Adult Arrest
212114910,AO,Adult Other
210308516,AO,Adult Other
212010229,IC,Invest Cont
211909898,AO,Adult Other
210310386,AA,Adult Arrest
211710116,IC,Invest Cont
211405689,IC,Invest Cont
210315361,IC,Invest Cont
210411346,AO,Adult Other
210207030,AA,Adult Arrest
210816581,AO,Adult Other
211705083,AO,Adult Other
210412936,IC,Invest Cont
210512261,AA,Adult Arrest
211819632,IC,Invest Cont
212117588,IC,Invest Cont
210618829,IC,Invest Cont
211108124,AA,Adult Arrest
210913954,AO,Adult Other
210709733,AO,Adult Other
211913584,AO,Adult Other
212104287,AA,Adult Arrest
210315058,IC,Invest Cont
211222931,IC,Invest Cont
210313631,IC,Invest Cont
211713183,IC,Invest Cont
210505276,AA,Adult Arrest
211906760,IC,Invest Cont
211910456,AA,Adult Arrest
211310231,IC,Invest Cont
212112624,IC,Invest Cont
210414924,AO,Adult Other
211907612,AO,Adult Other
210412355,AO,Adult Other
211812677,IC,Invest Cont
210407903,AA,Adult Arrest
220804400,IC,Invest Cont
210509236,IC,Invest Cont
210504072,IC,Invest Cont
210411803,IC,Invest Cont
210511556,IC,Invest Cont
211814499,IC,Invest Cont
212112578,AO,Adult Other
210514838,IC,Invest Cont
210304821,IC,Invest Cont
210508318,IC,Invest Cont
210513437,IC,Invest Cont
211716046,IC,Invest Cont
211913694,IC,Invest Cont
210406583,AA,Adult Arrest
212111208,AA,Adult Arrest
211711189,IC,Invest Cont
210608373,AO,Adult Other
210607966,AO,Adult Other
220505289,AO,Adult Other
211106905,AA,Adult Arrest
211809210,AA,Adult Arrest
210509327,IC,Invest Cont
210708055,AO,Adult Other
211704262,AA,Adult Arrest
210410767,IC,Invest Cont
210618834,AO,Adult Other
211413290,AO,Adult Other
210111408,AO,Adult Other
211416980,IC,Invest Cont
211913622,AO,Adult Other
210313333,AA,Adult Arrest
210615061,IC,Invest Cont
210313733,IC,Invest Cont
210312800,IC,Invest Cont
212014072,AA,Adult Arrest
210516643,AO,Adult Other
211313332,IC,Invest Cont
211913547,IC,Invest Cont
210504883,IC,Invest Cont
210107287,AO,Adult Other
210513312,IC,Invest Cont
210517037,AO,Adult Other
211416223,IC,Invest Cont
210705999,AO,Adult Other
211309653,AA,Adult Arrest
211708789,AO,Adult Other
210613213,AA,Adult Arrest
210900565,AO,Adult Other
210308508,IC,Invest Cont
212017069,IC,Invest Cont
211319485,AO,Adult Other
212114939,AA,Adult Arrest
222011356,IC,Invest Cont
210206099,AA,Adult Arrest
212011807,AO,Adult Other
212110283,IC,Invest Cont
211508644,AO,Adult Other
210912050,AA,Adult Arrest
211907690,IC,Invest Cont
210415356,AO,Adult Other
210905163,AO,Adult Other
211605807,IC,Invest Cont
211015143,AO,Adult Other
210619600,AO,Adult Other
211111468,AO,Adult Other
210808399,AO,Adult Other
210511581,IC,Invest Cont
211810863,IC,Invest Cont
211604421,AO,Adult Other
212015755,AA,Adult Arrest
211712235,AA,Adult Arrest
210916251,IC,Invest Cont
210508501,AA,Adult Arrest
211911735,AA,Adult Arrest
210106807,AA,Adult Arrest
211313023,IC,Invest Cont
210413744,IC,Invest Cont
211311119,IC,Invest Cont
211819997,IC,Invest Cont
210507859,IC,Invest Cont
211308141,IC,Invest Cont
211914613,IC,Invest Cont
210514398,IC,Invest Cont
211224095,AO,Adult Other
211310411,IC,Invest Cont
211810298,IC,Invest Cont
210314199,IC,Invest Cont
211205866,AA,Adult Arrest
210207663,AA,Adult Arrest
210709686,AO,Adult Other
211811361,AO,Adult Other
211417398,IC,Invest Cont
211005909,AO,Adult Other
210406940,AO,Adult Other
210515634,AO,Adult Other
210507003,IC,Invest Cont
211715021,IC,Invest Cont
210910390,IC,Invest Cont
212115004,AA,Adult Arrest
210513070,IC,Invest Cont
212109477,IC,Invest Cont
210206249,AO,Adult Other
210713177,IC,Invest Cont
210512092,AA,Adult Arrest
210217333,AA,Adult Arrest
210517009,IC,Invest Cont
210705119,AA,Adult Arrest
210610415,IC,Invest Cont
210311800,IC,Invest Cont
211319484,AO,Adult Other
211308271,AO,Adult Other
210504206,IC,Invest Cont
210507085,IC,Invest Cont
211106732,AO,Adult Other
211915507,AO,Adult Other
210413908,AO,Adult Other
211914908,AA,Adult Arrest
210320364,IC,Invest Cont
210109528,IC,Invest Cont
211916621,AA,Adult Arrest
211819209,IC,Invest Cont
210620304,IC,Invest Cont
211304800,IC,Invest Cont
211311138,IC,Invest Cont
211109677,IC,Invest Cont
210515359,IC,Invest Cont
210310961,IC,Invest Cont
211705774,AO,Adult Other
211706598,AO,Adult Other
212011657,AA,Adult Arrest
211614272,IC,Invest Cont
211211475,IC,Invest Cont
211912433,AA,Adult Arrest
211804417,IC,Invest Cont
211710390,AO,Adult Other
211518985,AO,Adult Other
211606630,IC,Invest Cont
